Border,Date,Measure,Value,Average
US-Mexico Border,10/01/1999 12:00:00 AM,Train Passengers,1781,12316
US-Mexico Border,10/01/1999 12:00:00 AM,Trains,522,1611
US-Mexico Border,10/01/1998 12:00:00 AM,Personal Vehicle Passengers,19504313,9829685
US-Mexico Border,10/01/1998 12:00:00 AM,Personal Vehicles,7230008,4603226
US-Mexico Border,10/01/1998 12:00:00 AM,Pedestrians,3580355,1854321
US-Mexico Border,10/01/1998 12:00:00 AM,Trucks,329285,458135
US-Mexico Border,10/01/1998 12:00:00 AM,Bus Passengers,322718,260847
US-Mexico Border,10/01/1998 12:00:00 AM,Truck Containers Full,181774,320155
US-Mexico Border,10/01/1998 12:00:00 AM,Truck Containers Empty,151127,115548
US-Mexico Border,10/01/1998 12:00:00 AM,Buses,22905,15371
US-Mexico Border,10/01/1998 12:00:00 AM,Rail Containers Empty,18635,37957
US-Mexico Border,10/01/1998 12:00:00 AM,Rail Containers Full,16329,68527
US-Mexico Border,10/01/1998 12:00:00 AM,Train Passengers,1380,12329
US-Mexico Border,10/01/1998 12:00:00 AM,Train Passengers,1380,12329
US-Mexico Border,10/01/1998 12:00:00 AM,Trains,507,1611
US-Mexico Border,10/01/1997 12:00:00 AM,Personal Vehicle Passengers,18517433,9814868
US-Mexico Border,10/01/1997 12:00:00 AM,Personal Vehicles,6906264,4601267
US-Mexico Border,10/01/1997 12:00:00 AM,Pedestrians,3524220,1854683
US-Mexico Border,10/01/1997 12:00:00 AM,Trucks,343053,458266
US-Mexico Border,10/01/1997 12:00:00 AM,Bus Passengers,278975,260633
US-Mexico Border,10/01/1997 12:00:00 AM,Truck Containers Full,162419,320544
US-Mexico Border,10/01/1997 12:00:00 AM,Truck Containers Empty,150512,115624
US-Mexico Border,10/01/1997 12:00:00 AM,Buses,23365,15357
US-Mexico Border,10/01/1997 12:00:00 AM,Rail Containers Full,14700,68643
US-Mexico Border,10/01/1997 12:00:00 AM,Rail Containers Empty,14121,38047
US-Mexico Border,10/01/1997 12:00:00 AM,Train Passengers,1143,12344
US-Mexico Border,10/01/1997 12:00:00 AM,Trains,484,1611
US-Mexico Border,10/01/1997 12:00:00 AM,Trains,484,1611
US-Mexico Border,10/01/1996 12:00:00 AM,Personal Vehicle Passengers,14402994,9807341
US-Mexico Border,10/01/1996 12:00:00 AM,Personal Vehicles,5142694,4603237
US-Mexico Border,10/01/1996 12:00:00 AM,Pedestrians,2774875,1856771
US-Mexico Border,10/01/1996 12:00:00 AM,Trucks,314510,458485
US-Mexico Border,10/01/1996 12:00:00 AM,Bus Passengers,165519,260677
US-Mexico Border,10/01/1996 12:00:00 AM,Truck Containers Full,161146,321369
US-Mexico Border,10/01/1996 12:00:00 AM,Truck Containers Empty,133543,115786
US-Mexico Border,10/01/1996 12:00:00 AM,Rail Containers Empty,10853,38175
US-Mexico Border,10/01/1996 12:00:00 AM,Rail Containers Full,10606,68874
US-Mexico Border,10/01/1996 12:00:00 AM,Buses,10133,15370
US-Mexico Border,10/01/1996 12:00:00 AM,Buses,10133,15370
US-Mexico Border,10/01/1996 12:00:00 AM,Train Passengers,1164,12361
US-Mexico Border,10/01/1996 12:00:00 AM,Trains,609,1611
US-Mexico Border,09/01/2019 12:00:00 AM,Personal Vehicle Passengers,11190572,9816968
US-Mexico Border,09/01/2019 12:00:00 AM,Personal Vehicles,6039555,4605218
US-Mexico Border,09/01/2019 12:00:00 AM,Pedestrians,3983133,1856008
US-Mexico Border,09/01/2019 12:00:00 AM,Trucks,514257,458300
US-Mexico Border,09/01/2019 12:00:00 AM,Truck Containers Full,378751,321102
US-Mexico Border,09/01/2019 12:00:00 AM,Bus Passengers,148685,261144
US-Mexico Border,09/01/2019 12:00:00 AM,Truck Containers Empty,142892,115718
US-Mexico Border,09/01/2019 12:00:00 AM,Rail Containers Empty,50725,38084
US-Mexico Border,09/01/2019 12:00:00 AM,Rail Containers Full,41532,68724
US-Mexico Border,09/01/2019 12:00:00 AM,Buses,12262,15396
US-Mexico Border,09/01/2019 12:00:00 AM,Trains,979,1612
US-Mexico Border,09/01/2019 12:00:00 AM,Train Passengers,266,12355
US-Mexico Border,09/01/2019 12:00:00 AM,Train Passengers,266,12355
US-Mexico Border,09/01/2018 12:00:00 AM,Personal Vehicle Passengers,11822961,9824993
US-Mexico Border,09/01/2018 12:00:00 AM,Personal Vehicles,6319271,4606507
US-Mexico Border,09/01/2018 12:00:00 AM,Pedestrians,3524531,1856320
US-Mexico Border,09/01/2018 12:00:00 AM,Trucks,494057,458172
US-Mexico Border,09/01/2018 12:00:00 AM,Truck Containers Full,361864,320915
US-Mexico Border,09/01/2018 12:00:00 AM,Bus Passengers,160813,261568
US-Mexico Border,09/01/2018 12:00:00 AM,Truck Containers Empty,141079,115632
US-Mexico Border,09/01/2018 12:00:00 AM,Rail Containers Empty,50037,37996
US-Mexico Border,09/01/2018 12:00:00 AM,Rail Containers Full,43621,68582
US-Mexico Border,09/01/2018 12:00:00 AM,Buses,13468,15418
US-Mexico Border,09/01/2018 12:00:00 AM,Trains,933,1613
US-Mexico Border,09/01/2018 12:00:00 AM,Train Passengers,874,12342
US-Mexico Border,09/01/2017 12:00:00 AM,Personal Vehicle Passengers,11518284,9833354
US-Mexico Border,09/01/2017 12:00:00 AM,Personal Vehicles,6233052,4607808
US-Mexico Border,09/01/2017 12:00:00 AM,Pedestrians,3276482,1857227
US-Mexico Border,09/01/2017 12:00:00 AM,Trucks,493093,458043
US-Mexico Border,09/01/2017 12:00:00 AM,Truck Containers Full,337455,320795
US-Mexico Border,09/01/2017 12:00:00 AM,Truck Containers Empty,153489,115503
US-Mexico Border,09/01/2017 12:00:00 AM,Bus Passengers,115717,262066
US-Mexico Border,09/01/2017 12:00:00 AM,Rail Containers Empty,45642,37914
US-Mexico Border,09/01/2017 12:00:00 AM,Rail Containers Full,39622,68479
US-Mexico Border,09/01/2017 12:00:00 AM,Buses,13285,15439
US-Mexico Border,09/01/2017 12:00:00 AM,Trains,912,1614
US-Mexico Border,09/01/2017 12:00:00 AM,Train Passengers,885,12329
US-Mexico Border,09/01/2016 12:00:00 AM,Personal Vehicle Passengers,11100972,9842916
US-Mexico Border,09/01/2016 12:00:00 AM,Personal Vehicles,6118348,4609206
US-Mexico Border,09/01/2016 12:00:00 AM,Pedestrians,3511631,1857586
US-Mexico Border,09/01/2016 12:00:00 AM,Trucks,481245,457896
US-Mexico Border,09/01/2016 12:00:00 AM,Truck Containers Full,332088,320570
US-Mexico Border,09/01/2016 12:00:00 AM,Truck Containers Empty,144033,115479
US-Mexico Border,09/01/2016 12:00:00 AM,Bus Passengers,136792,262505
US-Mexico Border,09/01/2016 12:00:00 AM,Rail Containers Full,44234,68396
US-Mexico Border,09/01/2016 12:00:00 AM,Rail Containers Full,44234,68396
US-Mexico Border,09/01/2016 12:00:00 AM,Rail Containers Empty,43450,37867
US-Mexico Border,09/01/2016 12:00:00 AM,Buses,12185,15464
US-Mexico Border,09/01/2016 12:00:00 AM,Train Passengers,1587,12314
US-Mexico Border,09/01/2016 12:00:00 AM,Trains,889,1613
US-Mexico Border,09/01/2015 12:00:00 AM,Personal Vehicle Passengers,10860037,9853490
US-Mexico Border,09/01/2015 12:00:00 AM,Personal Vehicles,6035984,4610837
US-Mexico Border,09/01/2015 12:00:00 AM,Pedestrians,3139366,1858842
US-Mexico Border,09/01/2015 12:00:00 AM,Trucks,455664,457801
US-Mexico Border,09/01/2015 12:00:00 AM,Truck Containers Full,321472,320355
US-Mexico Border,09/01/2015 12:00:00 AM,Bus Passengers,173903,262818
US-Mexico Border,09/01/2015 12:00:00 AM,Truck Containers Empty,134511,115458
US-Mexico Border,09/01/2015 12:00:00 AM,Rail Containers Full,40426,68314
US-Mexico Border,09/01/2015 12:00:00 AM,Rail Containers Empty,36013,37828
US-Mexico Border,09/01/2015 12:00:00 AM,Buses,15435,15478
US-Mexico Border,09/01/2015 12:00:00 AM,Train Passengers,1058,12294
US-Mexico Border,09/01/2015 12:00:00 AM,Trains,829,1613
US-Mexico Border,09/01/2015 12:00:00 AM,Trains,829,1613
US-Mexico Border,09/01/2014 12:00:00 AM,Personal Vehicle Passengers,10249686,9864369
US-Mexico Border,09/01/2014 12:00:00 AM,Personal Vehicles,5677215,4612698
US-Mexico Border,09/01/2014 12:00:00 AM,Pedestrians,3103375,1860200
US-Mexico Border,09/01/2014 12:00:00 AM,Trucks,440589,457719
US-Mexico Border,09/01/2014 12:00:00 AM,Truck Containers Full,304518,320254
US-Mexico Border,09/01/2014 12:00:00 AM,Bus Passengers,191799,263089
US-Mexico Border,09/01/2014 12:00:00 AM,Truck Containers Empty,132093,115405
US-Mexico Border,09/01/2014 12:00:00 AM,Rail Containers Full,39829,68228
US-Mexico Border,09/01/2014 12:00:00 AM,Rail Containers Empty,35826,37764
US-Mexico Border,09/01/2014 12:00:00 AM,Buses,17873,15485
US-Mexico Border,09/01/2014 12:00:00 AM,Trains,822,1613
US-Mexico Border,09/01/2014 12:00:00 AM,Train Passengers,735,12276
US-Mexico Border,09/01/2013 12:00:00 AM,Personal Vehicle Passengers,9778521,9875948
US-Mexico Border,09/01/2013 12:00:00 AM,Personal Vehicles,5389491,4615076
US-Mexico Border,09/01/2013 12:00:00 AM,Pedestrians,3196087,1861351
US-Mexico Border,09/01/2013 12:00:00 AM,Trucks,405484,457798
US-Mexico Border,09/01/2013 12:00:00 AM,Truck Containers Full,273471,320289
US-Mexico Border,09/01/2013 12:00:00 AM,Bus Passengers,177670,263371
US-Mexico Border,09/01/2013 12:00:00 AM,Truck Containers Empty,127800,115360
US-Mexico Border,09/01/2013 12:00:00 AM,Rail Containers Full,38311,68157
US-Mexico Border,09/01/2013 12:00:00 AM,Rail Containers Empty,32453,37714
US-Mexico Border,09/01/2013 12:00:00 AM,Buses,16168,15495
US-Mexico Border,09/01/2013 12:00:00 AM,Trains,793,1613
US-Mexico Border,09/01/2013 12:00:00 AM,Train Passengers,294,12262
US-Mexico Border,09/01/2013 12:00:00 AM,Train Passengers,294,12262
US-Mexico Border,09/01/2012 12:00:00 AM,Personal Vehicle Passengers,9270098,9888380
US-Mexico Border,09/01/2012 12:00:00 AM,Personal Vehicles,5132479,4617947
US-Mexico Border,09/01/2012 12:00:00 AM,Pedestrians,3127024,1862677
US-Mexico Border,09/01/2012 12:00:00 AM,Trucks,392223,457955
US-Mexico Border,09/01/2012 12:00:00 AM,Truck Containers Full,258742,320393
US-Mexico Border,09/01/2012 12:00:00 AM,Bus Passengers,194726,263585
US-Mexico Border,09/01/2012 12:00:00 AM,Truck Containers Empty,130496,115365
US-Mexico Border,09/01/2012 12:00:00 AM,Rail Containers Full,34167,68116
US-Mexico Border,09/01/2012 12:00:00 AM,Rail Containers Empty,32770,37673
US-Mexico Border,09/01/2012 12:00:00 AM,Buses,16744,15504
US-Mexico Border,09/01/2012 12:00:00 AM,Trains,733,1613
US-Mexico Border,09/01/2012 12:00:00 AM,Train Passengers,219,12256
US-Mexico Border,09/01/2011 12:00:00 AM,Personal Vehicle Passengers,8707267,9902557
US-Mexico Border,09/01/2011 12:00:00 AM,Personal Vehicles,4941668,4621469
US-Mexico Border,09/01/2011 12:00:00 AM,Pedestrians,3084806,1864109
US-Mexico Border,09/01/2011 12:00:00 AM,Trucks,399902,458074
US-Mexico Border,09/01/2011 12:00:00 AM,Truck Containers Full,268207,320458
US-Mexico Border,09/01/2011 12:00:00 AM,Bus Passengers,185835,263821
US-Mexico Border,09/01/2011 12:00:00 AM,Truck Containers Empty,131108,115365
US-Mexico Border,09/01/2011 12:00:00 AM,Rail Containers Empty,35428,37633
US-Mexico Border,09/01/2011 12:00:00 AM,Rail Containers Full,30245,68102
US-Mexico Border,09/01/2011 12:00:00 AM,Buses,15546,15514
US-Mexico Border,09/01/2011 12:00:00 AM,Trains,731,1614
US-Mexico Border,09/01/2011 12:00:00 AM,Train Passengers,304,12249
US-Mexico Border,09/01/2010 12:00:00 AM,Personal Vehicle Passengers,9725659,9914726
US-Mexico Border,09/01/2010 12:00:00 AM,Personal Vehicles,5065256,4625336
US-Mexico Border,09/01/2010 12:00:00 AM,Pedestrians,3007144,1865760
US-Mexico Border,09/01/2010 12:00:00 AM,Trucks,386817,458221
US-Mexico Border,09/01/2010 12:00:00 AM,Truck Containers Full,256537,320519
US-Mexico Border,09/01/2010 12:00:00 AM,Bus Passengers,195096,264047
US-Mexico Border,09/01/2010 12:00:00 AM,Truck Containers Empty,129505,115368
US-Mexico Border,09/01/2010 12:00:00 AM,Rail Containers Empty,34808,37607
US-Mexico Border,09/01/2010 12:00:00 AM,Rail Containers Full,29116,68123
US-Mexico Border,09/01/2010 12:00:00 AM,Buses,17105,15521
US-Mexico Border,09/01/2010 12:00:00 AM,Trains,665,1615
US-Mexico Border,09/01/2010 12:00:00 AM,Trains,665,1615
US-Mexico Border,09/01/2010 12:00:00 AM,Train Passengers,268,12243
US-Mexico Border,09/01/2010 12:00:00 AM,Train Passengers,268,12243
US-Mexico Border,09/01/2009 12:00:00 AM,Personal Vehicle Passengers,11040305,9924487
US-Mexico Border,09/01/2009 12:00:00 AM,Personal Vehicles,5637383,4628225
US-Mexico Border,09/01/2009 12:00:00 AM,Pedestrians,3053713,1867304
US-Mexico Border,09/01/2009 12:00:00 AM,Trucks,364722,458454
US-Mexico Border,09/01/2009 12:00:00 AM,Truck Containers Full,229875,320658
US-Mexico Border,09/01/2009 12:00:00 AM,Bus Passengers,160678,264317
US-Mexico Border,09/01/2009 12:00:00 AM,Truck Containers Empty,134457,115372
US-Mexico Border,09/01/2009 12:00:00 AM,Rail Containers Empty,27805,37609
US-Mexico Border,09/01/2009 12:00:00 AM,Rail Containers Full,21988,68190
US-Mexico Border,09/01/2009 12:00:00 AM,Buses,16694,15529
US-Mexico Border,09/01/2009 12:00:00 AM,Trains,587,1616
US-Mexico Border,09/01/2009 12:00:00 AM,Trains,587,1616
US-Mexico Border,09/01/2009 12:00:00 AM,Train Passengers,294,12243
US-Mexico Border,09/01/2009 12:00:00 AM,Train Passengers,294,12243
US-Mexico Border,09/01/2008 12:00:00 AM,Personal Vehicle Passengers,12943742,9929693
US-Mexico Border,09/01/2008 12:00:00 AM,Personal Vehicles,6485225,4629030
US-Mexico Border,09/01/2008 12:00:00 AM,Pedestrians,3570146,1867621
US-Mexico Border,09/01/2008 12:00:00 AM,Trucks,394948,458480
US-Mexico Border,09/01/2008 12:00:00 AM,Truck Containers Full,234084,320639
US-Mexico Border,09/01/2008 12:00:00 AM,Bus Passengers,234079,264286
US-Mexico Border,09/01/2008 12:00:00 AM,Truck Containers Empty,161436,115308
US-Mexico Border,09/01/2008 12:00:00 AM,Rail Containers Empty,32625,37589
US-Mexico Border,09/01/2008 12:00:00 AM,Rail Containers Full,25580,68198
US-Mexico Border,09/01/2008 12:00:00 AM,Buses,20264,15526
US-Mexico Border,09/01/2008 12:00:00 AM,Train Passengers,1693,12240
US-Mexico Border,09/01/2008 12:00:00 AM,Train Passengers,1693,12240
US-Mexico Border,09/01/2008 12:00:00 AM,Trains,798,1616
US-Mexico Border,09/01/2007 12:00:00 AM,Personal Vehicle Passengers,12847473,9934320
US-Mexico Border,09/01/2007 12:00:00 AM,Personal Vehicles,6450165,4629467
US-Mexico Border,09/01/2007 12:00:00 AM,Pedestrians,3933156,1866998
US-Mexico Border,09/01/2007 12:00:00 AM,Trucks,381680,458488
US-Mexico Border,09/01/2007 12:00:00 AM,Bus Passengers,262279,264069
US-Mexico Border,09/01/2007 12:00:00 AM,Truck Containers Full,233770,320546
US-Mexico Border,09/01/2007 12:00:00 AM,Truck Containers Empty,139864,115328
US-Mexico Border,09/01/2007 12:00:00 AM,Rail Containers Empty,37443,37567
US-Mexico Border,09/01/2007 12:00:00 AM,Rail Containers Full,32225,68156
US-Mexico Border,09/01/2007 12:00:00 AM,Buses,21091,15519
US-Mexico Border,09/01/2007 12:00:00 AM,Train Passengers,1726,12239
US-Mexico Border,09/01/2007 12:00:00 AM,Trains,899,1616
US-Mexico Border,09/01/2007 12:00:00 AM,Trains,899,1616
US-Mexico Border,09/01/2006 12:00:00 AM,Personal Vehicle Passengers,13571521,9936125
US-Mexico Border,09/01/2006 12:00:00 AM,Personal Vehicles,6811433,4628901
US-Mexico Border,09/01/2006 12:00:00 AM,Pedestrians,3770596,1866776
US-Mexico Border,09/01/2006 12:00:00 AM,Trucks,383450,458467
US-Mexico Border,09/01/2006 12:00:00 AM,Truck Containers Full,246727,320401
US-Mexico Border,09/01/2006 12:00:00 AM,Bus Passengers,222004,264167
US-Mexico Border,09/01/2006 12:00:00 AM,Truck Containers Empty,136347,115357
US-Mexico Border,09/01/2006 12:00:00 AM,Rail Containers Empty,36318,37556
US-Mexico Border,09/01/2006 12:00:00 AM,Rail Containers Full,33461,68142
US-Mexico Border,09/01/2006 12:00:00 AM,Buses,20686,15518
US-Mexico Border,09/01/2006 12:00:00 AM,Train Passengers,1839,12236
US-Mexico Border,09/01/2006 12:00:00 AM,Trains,860,1615
US-Mexico Border,09/01/2005 12:00:00 AM,Personal Vehicle Passengers,14370751,9936265
US-Mexico Border,09/01/2005 12:00:00 AM,Personal Vehicles,7269953,4627147
US-Mexico Border,09/01/2005 12:00:00 AM,Pedestrians,3188385,1867994
US-Mexico Border,09/01/2005 12:00:00 AM,Trucks,390992,458331
US-Mexico Border,09/01/2005 12:00:00 AM,Truck Containers Full,253974,320106
US-Mexico Border,09/01/2005 12:00:00 AM,Bus Passengers,190161,263878
US-Mexico Border,09/01/2005 12:00:00 AM,Truck Containers Empty,135819,115383
US-Mexico Border,09/01/2005 12:00:00 AM,Rail Containers Empty,31647,37567
US-Mexico Border,09/01/2005 12:00:00 AM,Rail Containers Full,27603,68119
US-Mexico Border,09/01/2005 12:00:00 AM,Buses,19847,15503
US-Mexico Border,09/01/2005 12:00:00 AM,Train Passengers,1498,12232
US-Mexico Border,09/01/2005 12:00:00 AM,Trains,809,1615
US-Mexico Border,09/01/2004 12:00:00 AM,Personal Vehicle Passengers,14572074,9935841
US-Mexico Border,09/01/2004 12:00:00 AM,Personal Vehicles,7351912,4625008
US-Mexico Border,09/01/2004 12:00:00 AM,Pedestrians,3428943,1868583
US-Mexico Border,09/01/2004 12:00:00 AM,Trucks,369295,458195
US-Mexico Border,09/01/2004 12:00:00 AM,Bus Passengers,244162,263622
US-Mexico Border,09/01/2004 12:00:00 AM,Truck Containers Full,234611,319870
US-Mexico Border,09/01/2004 12:00:00 AM,Truck Containers Empty,138611,115404
US-Mexico Border,09/01/2004 12:00:00 AM,Rail Containers Empty,29428,37586
US-Mexico Border,09/01/2004 12:00:00 AM,Rail Containers Full,25876,68088
US-Mexico Border,09/01/2004 12:00:00 AM,Buses,22198,15488
US-Mexico Border,09/01/2004 12:00:00 AM,Train Passengers,1024,12216
US-Mexico Border,09/01/2004 12:00:00 AM,Trains,628,1614
US-Mexico Border,09/01/2004 12:00:00 AM,Trains,628,1614
US-Mexico Border,09/01/2003 12:00:00 AM,Personal Vehicle Passengers,15497771,9933158
US-Mexico Border,09/01/2003 12:00:00 AM,Personal Vehicles,7234559,4623384
US-Mexico Border,09/01/2003 12:00:00 AM,Pedestrians,3673315,1868496
US-Mexico Border,09/01/2003 12:00:00 AM,Trucks,345770,458121
US-Mexico Border,09/01/2003 12:00:00 AM,Bus Passengers,268252,263317
US-Mexico Border,09/01/2003 12:00:00 AM,Truck Containers Full,209685,319699
US-Mexico Border,09/01/2003 12:00:00 AM,Truck Containers Empty,141501,115420
US-Mexico Border,09/01/2003 12:00:00 AM,Rail Containers Empty,26199,37611
US-Mexico Border,09/01/2003 12:00:00 AM,Buses,22148,15472
US-Mexico Border,09/01/2003 12:00:00 AM,Rail Containers Full,21083,68082
US-Mexico Border,09/01/2003 12:00:00 AM,Train Passengers,1049,12221
US-Mexico Border,09/01/2003 12:00:00 AM,Trains,633,1614
US-Mexico Border,09/01/2002 12:00:00 AM,Personal Vehicle Passengers,16246655,9927187
US-Mexico Border,09/01/2002 12:00:00 AM,Personal Vehicles,7480380,4620538
US-Mexico Border,09/01/2002 12:00:00 AM,Pedestrians,3843959,1867864
US-Mexico Border,09/01/2002 12:00:00 AM,Trucks,349746,458068
US-Mexico Border,09/01/2002 12:00:00 AM,Bus Passengers,274867,262783
US-Mexico Border,09/01/2002 12:00:00 AM,Truck Containers Full,196385,319573
US-Mexico Border,09/01/2002 12:00:00 AM,Truck Containers Empty,146454,115416
US-Mexico Border,09/01/2002 12:00:00 AM,Rail Containers Empty,25846,37643
US-Mexico Border,09/01/2002 12:00:00 AM,Buses,24380,15446
US-Mexico Border,09/01/2002 12:00:00 AM,Rail Containers Full,22884,68065
US-Mexico Border,09/01/2002 12:00:00 AM,Train Passengers,1102,12227
US-Mexico Border,09/01/2002 12:00:00 AM,Trains,621,1613
US-Mexico Border,09/01/2001 12:00:00 AM,Personal Vehicle Passengers,13335293,9929348
US-Mexico Border,09/01/2001 12:00:00 AM,Personal Vehicles,6141497,4621877
US-Mexico Border,09/01/2001 12:00:00 AM,Pedestrians,3827169,1867482
US-Mexico Border,09/01/2001 12:00:00 AM,Trucks,333294,458171
US-Mexico Border,09/01/2001 12:00:00 AM,Bus Passengers,236654,262479
US-Mexico Border,09/01/2001 12:00:00 AM,Truck Containers Full,178611,319642
US-Mexico Border,09/01/2001 12:00:00 AM,Truck Containers Empty,154211,115407
US-Mexico Border,09/01/2001 12:00:00 AM,Rail Containers Empty,25932,37676
US-Mexico Border,09/01/2001 12:00:00 AM,Rail Containers Full,22973,68090
US-Mexico Border,09/01/2001 12:00:00 AM,Buses,20891,15433
US-Mexico Border,09/01/2001 12:00:00 AM,Train Passengers,1417,12229
US-Mexico Border,09/01/2001 12:00:00 AM,Trains,618,1613
US-Mexico Border,09/01/2001 12:00:00 AM,Trains,618,1613
US-Mexico Border,09/01/2001 12:00:00 AM,Trains,618,1613
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicle Passengers,19726265,9909076
US-Mexico Border,09/01/2000 12:00:00 AM,Personal Vehicles,7564316,4617551
US-Mexico Border,09/01/2000 12:00:00 AM,Pedestrians,3800747,1867165
US-Mexico Border,09/01/2000 12:00:00 AM,Trucks,366768,458072
US-Mexico Border,09/01/2000 12:00:00 AM,Bus Passengers,210058,261871
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Full,150453,319729
US-Mexico Border,09/01/2000 12:00:00 AM,Truck Containers Empty,114347,115513
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Full,24689,68109
US-Mexico Border,09/01/2000 12:00:00 AM,Rail Containers Empty,21905,37730
US-Mexico Border,09/01/2000 12:00:00 AM,Buses,20921,15405
US-Mexico Border,09/01/2000 12:00:00 AM,Train Passengers,1536,12224
US-Mexico Border,09/01/2000 12:00:00 AM,Trains,619,1612
US-Mexico Border,09/01/2000 12:00:00 AM,Trains,619,1612
US-Mexico Border,09/01/2000 12:00:00 AM,Trains,619,1612
US-Mexico Border,09/01/1999 12:00:00 AM,Personal Vehicle Passengers,20003107,9887949
US-Mexico Border,09/01/1999 12:00:00 AM,Personal Vehicles,7342397,4613672
US-Mexico Border,09/01/1999 12:00:00 AM,Pedestrians,3568056,1867456
US-Mexico Border,09/01/1999 12:00:00 AM,Trucks,361516,457984
US-Mexico Border,09/01/1999 12:00:00 AM,Bus Passengers,271891,261417
US-Mexico Border,09/01/1999 12:00:00 AM,Truck Containers Full,190865,319729
US-Mexico Border,09/01/1999 12:00:00 AM,Truck Containers Empty,165388,115501
US-Mexico Border,09/01/1999 12:00:00 AM,Buses,25062,15374
US-Mexico Border,09/01/1999 12:00:00 AM,Rail Containers Empty,24251,37789
US-Mexico Border,09/01/1999 12:00:00 AM,Rail Containers Full,20741,68176
US-Mexico Border,09/01/1999 12:00:00 AM,Train Passengers,1205,12221
US-Mexico Border,09/01/1999 12:00:00 AM,Trains,524,1613
US-Mexico Border,09/01/1998 12:00:00 AM,Personal Vehicle Passengers,18002059,9872038
US-Mexico Border,09/01/1998 12:00:00 AM,Personal Vehicles,6718247,4611671
US-Mexico Border,09/01/1998 12:00:00 AM,Pedestrians,3144234,1868839
US-Mexico Border,09/01/1998 12:00:00 AM,Trucks,329505,458056
US-Mexico Border,09/01/1998 12:00:00 AM,Bus Passengers,264794,261079
US-Mexico Border,09/01/1998 12:00:00 AM,Truck Containers Full,159594,319969
US-Mexico Border,09/01/1998 12:00:00 AM,Truck Containers Empty,136171,115577
US-Mexico Border,09/01/1998 12:00:00 AM,Buses,20880,15356
US-Mexico Border,09/01/1998 12:00:00 AM,Rail Containers Empty,16533,37875
US-Mexico Border,09/01/1998 12:00:00 AM,Rail Containers Full,15772,68274
US-Mexico Border,09/01/1998 12:00:00 AM,Train Passengers,778,12224
US-Mexico Border,09/01/1998 12:00:00 AM,Trains,497,1613
US-Mexico Border,09/01/1997 12:00:00 AM,Personal Vehicle Passengers,18215919,9853719
US-Mexico Border,09/01/1997 12:00:00 AM,Personal Vehicles,6787236,4609129
US-Mexico Border,09/01/1997 12:00:00 AM,Pedestrians,3444801,1869400
US-Mexico Border,09/01/1997 12:00:00 AM,Trucks,318753,458280
US-Mexico Border,09/01/1997 12:00:00 AM,Bus Passengers,279337,260708
US-Mexico Border,09/01/1997 12:00:00 AM,Truck Containers Empty,155129,115678
US-Mexico Border,09/01/1997 12:00:00 AM,Truck Containers Full,150031,320658
US-Mexico Border,09/01/1997 12:00:00 AM,Buses,20710,15340
US-Mexico Border,09/01/1997 12:00:00 AM,Rail Containers Empty,14857,37993
US-Mexico Border,09/01/1997 12:00:00 AM,Rail Containers Full,14424,68489
US-Mexico Border,09/01/1997 12:00:00 AM,Train Passengers,843,12231
US-Mexico Border,09/01/1997 12:00:00 AM,Train Passengers,843,12231
US-Mexico Border,09/01/1997 12:00:00 AM,Trains,682,1612
US-Mexico Border,09/01/1997 12:00:00 AM,Trains,682,1612
US-Mexico Border,09/01/1997 12:00:00 AM,Trains,682,1612
US-Mexico Border,09/01/1997 12:00:00 AM,Trains,682,1612
US-Mexico Border,09/01/1996 12:00:00 AM,Personal Vehicle Passengers,14092606,9844396
US-Mexico Border,09/01/1996 12:00:00 AM,Personal Vehicles,5059547,4610905
US-Mexico Border,09/01/1996 12:00:00 AM,Pedestrians,2605460,1872168
US-Mexico Border,09/01/1996 12:00:00 AM,Trucks,252736,458814
US-Mexico Border,09/01/1996 12:00:00 AM,Bus Passengers,133607,260708
US-Mexico Border,09/01/1996 12:00:00 AM,Truck Containers Full,126057,321724
US-Mexico Border,09/01/1996 12:00:00 AM,Truck Containers Empty,100979,115965
US-Mexico Border,09/01/1996 12:00:00 AM,Rail Containers Full,13908,68743
US-Mexico Border,09/01/1996 12:00:00 AM,Rail Containers Empty,12090,38134
US-Mexico Border,09/01/1996 12:00:00 AM,Buses,9643,15351
US-Mexico Border,09/01/1996 12:00:00 AM,Train Passengers,719,12243
US-Mexico Border,09/01/1996 12:00:00 AM,Trains,516,1612
US-Mexico Border,09/01/1996 12:00:00 AM,Trains,516,1612
US-Mexico Border,08/01/2019 12:00:00 AM,Personal Vehicle Passengers,11537921,9848714
US-Mexico Border,08/01/2019 12:00:00 AM,Personal Vehicles,6102329,4611152
US-Mexico Border,08/01/2019 12:00:00 AM,Pedestrians,4125207,1870936
US-Mexico Border,08/01/2019 12:00:00 AM,Trucks,549757,458505
US-Mexico Border,08/01/2019 12:00:00 AM,Truck Containers Full,404725,321375
US-Mexico Border,08/01/2019 12:00:00 AM,Bus Passengers,229383,260815
US-Mexico Border,08/01/2019 12:00:00 AM,Truck Containers Empty,152731,115839
US-Mexico Border,08/01/2019 12:00:00 AM,Rail Containers Empty,54648,38009
US-Mexico Border,08/01/2019 12:00:00 AM,Rail Containers Full,43840,68554
