Border,Date,Measure,Value,Average
US-Mexico Border,06/01/2012 12:00:00 AM,Truck Containers Empty,134687,114155
US-Mexico Border,06/01/2012 12:00:00 AM,Truck Containers Empty,134687,114155
US-Mexico Border,06/01/2012 12:00:00 AM,Rail Containers Full,36304,67717
US-Mexico Border,06/01/2012 12:00:00 AM,Rail Containers Empty,33442,37195
US-Mexico Border,06/01/2012 12:00:00 AM,Buses,17874,14641
US-Mexico Border,06/01/2012 12:00:00 AM,Trains,742,1609
US-Mexico Border,06/01/2012 12:00:00 AM,Train Passengers,295,8959
US-Mexico Border,06/01/2012 12:00:00 AM,Train Passengers,295,8959
US-Mexico Border,06/01/2011 12:00:00 AM,Personal Vehicle Passengers,8936943,9512728
US-Mexico Border,06/01/2011 12:00:00 AM,Personal Vehicles,5087815,4471515
US-Mexico Border,06/01/2011 12:00:00 AM,Pedestrians,3168800,1881350
US-Mexico Border,06/01/2011 12:00:00 AM,Trucks,428731,458480
US-Mexico Border,06/01/2011 12:00:00 AM,Truck Containers Full,292062,321891
US-Mexico Border,06/01/2011 12:00:00 AM,Bus Passengers,207947,240208
US-Mexico Border,06/01/2011 12:00:00 AM,Truck Containers Empty,135164,114113
US-Mexico Border,06/01/2011 12:00:00 AM,Rail Containers Empty,33449,37151
US-Mexico Border,06/01/2011 12:00:00 AM,Rail Containers Full,33029,67725
US-Mexico Border,06/01/2011 12:00:00 AM,Buses,16835,14643
US-Mexico Border,06/01/2011 12:00:00 AM,Trains,698,1610
US-Mexico Border,06/01/2011 12:00:00 AM,Train Passengers,319,8891
US-Mexico Border,06/01/2010 12:00:00 AM,Personal Vehicle Passengers,10480768,9526327
US-Mexico Border,06/01/2010 12:00:00 AM,Personal Vehicles,5250093,4475873
US-Mexico Border,06/01/2010 12:00:00 AM,Pedestrians,3158779,1883427
US-Mexico Border,06/01/2010 12:00:00 AM,Trucks,416531,458509
US-Mexico Border,06/01/2010 12:00:00 AM,Truck Containers Full,280149,321848
US-Mexico Border,06/01/2010 12:00:00 AM,Bus Passengers,205173,240344
US-Mexico Border,06/01/2010 12:00:00 AM,Truck Containers Empty,127572,114112
US-Mexico Border,06/01/2010 12:00:00 AM,Rail Containers Empty,32752,37137
US-Mexico Border,06/01/2010 12:00:00 AM,Rail Containers Full,28192,67770
US-Mexico Border,06/01/2010 12:00:00 AM,Buses,17695,14642
US-Mexico Border,06/01/2010 12:00:00 AM,Trains,631,1612
US-Mexico Border,06/01/2010 12:00:00 AM,Train Passengers,266,8834
US-Mexico Border,06/01/2010 12:00:00 AM,Train Passengers,266,8834
US-Mexico Border,06/01/2009 12:00:00 AM,Personal Vehicle Passengers,11474527,9538054
US-Mexico Border,06/01/2009 12:00:00 AM,Personal Vehicles,5806363,4479234
US-Mexico Border,06/01/2009 12:00:00 AM,Pedestrians,3266188,1885165
US-Mexico Border,06/01/2009 12:00:00 AM,Trucks,360817,459028
US-Mexico Border,06/01/2009 12:00:00 AM,Truck Containers Full,227197,322170
US-Mexico Border,06/01/2009 12:00:00 AM,Bus Passengers,182104,240603
US-Mexico Border,06/01/2009 12:00:00 AM,Truck Containers Empty,132170,114174
US-Mexico Border,06/01/2009 12:00:00 AM,Rail Containers Empty,26467,37168
US-Mexico Border,06/01/2009 12:00:00 AM,Buses,18092,14641
US-Mexico Border,06/01/2009 12:00:00 AM,Rail Containers Full,15641,67922
US-Mexico Border,06/01/2009 12:00:00 AM,Trains,618,1614
US-Mexico Border,06/01/2009 12:00:00 AM,Trains,618,1614
US-Mexico Border,06/01/2009 12:00:00 AM,Trains,618,1614
US-Mexico Border,06/01/2009 12:00:00 AM,Train Passengers,282,8795
US-Mexico Border,06/01/2009 12:00:00 AM,Train Passengers,282,8795
US-Mexico Border,06/01/2008 12:00:00 AM,Personal Vehicle Passengers,13058141,9541045
US-Mexico Border,06/01/2008 12:00:00 AM,Personal Vehicles,6505502,4478412
US-Mexico Border,06/01/2008 12:00:00 AM,Pedestrians,3589794,1885638
US-Mexico Border,06/01/2008 12:00:00 AM,Trucks,425939,458930
US-Mexico Border,06/01/2008 12:00:00 AM,Bus Passengers,265628,240106
US-Mexico Border,06/01/2008 12:00:00 AM,Truck Containers Full,261487,322028
US-Mexico Border,06/01/2008 12:00:00 AM,Truck Containers Empty,162605,114064
US-Mexico Border,06/01/2008 12:00:00 AM,Rail Containers Empty,35912,37134
US-Mexico Border,06/01/2008 12:00:00 AM,Rail Containers Full,29303,67931
US-Mexico Border,06/01/2008 12:00:00 AM,Buses,23424,14611
US-Mexico Border,06/01/2008 12:00:00 AM,Train Passengers,1947,8723
US-Mexico Border,06/01/2008 12:00:00 AM,Trains,840,1613
US-Mexico Border,06/01/2008 12:00:00 AM,Trains,840,1613
US-Mexico Border,06/01/2007 12:00:00 AM,Personal Vehicle Passengers,13083182,9543423
US-Mexico Border,06/01/2007 12:00:00 AM,Personal Vehicles,6582985,4477148
US-Mexico Border,06/01/2007 12:00:00 AM,Pedestrians,4331611,1883344
US-Mexico Border,06/01/2007 12:00:00 AM,Trucks,414625,458748
US-Mexico Border,06/01/2007 12:00:00 AM,Bus Passengers,294326,239358
US-Mexico Border,06/01/2007 12:00:00 AM,Truck Containers Full,271460,321687
US-Mexico Border,06/01/2007 12:00:00 AM,Truck Containers Empty,142058,114078
US-Mexico Border,06/01/2007 12:00:00 AM,Rail Containers Empty,35358,37107
US-Mexico Border,06/01/2007 12:00:00 AM,Rail Containers Full,33376,67893
US-Mexico Border,06/01/2007 12:00:00 AM,Buses,21977,14585
US-Mexico Border,06/01/2007 12:00:00 AM,Train Passengers,1553,8653
US-Mexico Border,06/01/2007 12:00:00 AM,Trains,863,1613
US-Mexico Border,06/01/2007 12:00:00 AM,Trains,863,1613
US-Mexico Border,06/01/2006 12:00:00 AM,Personal Vehicle Passengers,14351470,9539483
US-Mexico Border,06/01/2006 12:00:00 AM,Personal Vehicles,7177380,4473519
US-Mexico Border,06/01/2006 12:00:00 AM,Pedestrians,3614010,1883800
US-Mexico Border,06/01/2006 12:00:00 AM,Trucks,417233,458430
US-Mexico Border,06/01/2006 12:00:00 AM,Truck Containers Full,264514,321265
US-Mexico Border,06/01/2006 12:00:00 AM,Bus Passengers,248200,239153
US-Mexico Border,06/01/2006 12:00:00 AM,Truck Containers Empty,141908,114065
US-Mexico Border,06/01/2006 12:00:00 AM,Rail Containers Empty,34619,37091
US-Mexico Border,06/01/2006 12:00:00 AM,Rail Containers Full,33236,67832
US-Mexico Border,06/01/2006 12:00:00 AM,Buses,21135,14572
US-Mexico Border,06/01/2006 12:00:00 AM,Train Passengers,1953,8583
US-Mexico Border,06/01/2006 12:00:00 AM,Trains,871,1611
US-Mexico Border,06/01/2005 12:00:00 AM,Personal Vehicle Passengers,15208613,9532468
US-Mexico Border,06/01/2005 12:00:00 AM,Personal Vehicles,7579806,4468088
US-Mexico Border,06/01/2005 12:00:00 AM,Pedestrians,3706847,1883857
US-Mexico Border,06/01/2005 12:00:00 AM,Trucks,402530,458100
US-Mexico Border,06/01/2005 12:00:00 AM,Bus Passengers,284195,238442
US-Mexico Border,06/01/2005 12:00:00 AM,Truck Containers Full,261973,320737
US-Mexico Border,06/01/2005 12:00:00 AM,Truck Containers Empty,136352,114100
US-Mexico Border,06/01/2005 12:00:00 AM,Rail Containers Empty,29104,37104
US-Mexico Border,06/01/2005 12:00:00 AM,Rail Containers Full,28567,67798
US-Mexico Border,06/01/2005 12:00:00 AM,Buses,21652,14539
US-Mexico Border,06/01/2005 12:00:00 AM,Train Passengers,1458,8528
US-Mexico Border,06/01/2005 12:00:00 AM,Trains,746,1611
US-Mexico Border,06/01/2004 12:00:00 AM,Personal Vehicle Passengers,15472223,9524023
US-Mexico Border,06/01/2004 12:00:00 AM,Personal Vehicles,7463593,4462876
US-Mexico Border,06/01/2004 12:00:00 AM,Pedestrians,3802239,1883280
US-Mexico Border,06/01/2004 12:00:00 AM,Trucks,388085,457736
US-Mexico Border,06/01/2004 12:00:00 AM,Bus Passengers,269391,237611
US-Mexico Border,06/01/2004 12:00:00 AM,Truck Containers Full,245220,320251
US-Mexico Border,06/01/2004 12:00:00 AM,Truck Containers Empty,141568,114114
US-Mexico Border,06/01/2004 12:00:00 AM,Rail Containers Empty,28743,37123
US-Mexico Border,06/01/2004 12:00:00 AM,Rail Containers Full,28440,67717
US-Mexico Border,06/01/2004 12:00:00 AM,Buses,21306,14501
US-Mexico Border,06/01/2004 12:00:00 AM,Train Passengers,1050,8527
US-Mexico Border,06/01/2004 12:00:00 AM,Train Passengers,1050,8527
US-Mexico Border,06/01/2004 12:00:00 AM,Trains,646,1610
US-Mexico Border,06/01/2004 12:00:00 AM,Trains,646,1610
US-Mexico Border,06/01/2004 12:00:00 AM,Trains,646,1610
US-Mexico Border,06/01/2003 12:00:00 AM,Personal Vehicle Passengers,16218650,9512595
US-Mexico Border,06/01/2003 12:00:00 AM,Personal Vehicles,7415604,4458000
US-Mexico Border,06/01/2003 12:00:00 AM,Pedestrians,3873916,1882422
US-Mexico Border,06/01/2003 12:00:00 AM,Trucks,355396,457701
US-Mexico Border,06/01/2003 12:00:00 AM,Bus Passengers,321380,236761
US-Mexico Border,06/01/2003 12:00:00 AM,Truck Containers Full,216733,320049
US-Mexico Border,06/01/2003 12:00:00 AM,Truck Containers Empty,139079,114165
US-Mexico Border,06/01/2003 12:00:00 AM,Truck Containers Empty,139079,114165
US-Mexico Border,06/01/2003 12:00:00 AM,Buses,28557,14441
US-Mexico Border,06/01/2003 12:00:00 AM,Rail Containers Full,24809,67722
US-Mexico Border,06/01/2003 12:00:00 AM,Rail Containers Empty,24223,37169
US-Mexico Border,06/01/2003 12:00:00 AM,Train Passengers,1011,8487
US-Mexico Border,06/01/2003 12:00:00 AM,Train Passengers,1011,8487
US-Mexico Border,06/01/2003 12:00:00 AM,Train Passengers,1011,8487
US-Mexico Border,06/01/2003 12:00:00 AM,Trains,662,1609
US-Mexico Border,06/01/2003 12:00:00 AM,Trains,662,1609
US-Mexico Border,06/01/2003 12:00:00 AM,Trains,662,1609
US-Mexico Border,06/01/2002 12:00:00 AM,Personal Vehicle Passengers,16477289,9497732
US-Mexico Border,06/01/2002 12:00:00 AM,Personal Vehicles,7405296,4452365
US-Mexico Border,06/01/2002 12:00:00 AM,Pedestrians,4001029,1881078
US-Mexico Border,06/01/2002 12:00:00 AM,Trucks,359260,457614
US-Mexico Border,06/01/2002 12:00:00 AM,Bus Passengers,321438,235662
US-Mexico Border,06/01/2002 12:00:00 AM,Truck Containers Full,209951,319820
US-Mexico Border,06/01/2002 12:00:00 AM,Truck Containers Empty,153194,114137
US-Mexico Border,06/01/2002 12:00:00 AM,Rail Containers Empty,26554,37203
US-Mexico Border,06/01/2002 12:00:00 AM,Buses,24370,14392
US-Mexico Border,06/01/2002 12:00:00 AM,Rail Containers Full,23323,67727
US-Mexico Border,06/01/2002 12:00:00 AM,Train Passengers,1110,8433
US-Mexico Border,06/01/2002 12:00:00 AM,Trains,638,1609
US-Mexico Border,06/01/2002 12:00:00 AM,Trains,638,1609
US-Mexico Border,06/01/2002 12:00:00 AM,Trains,638,1609
US-Mexico Border,06/01/2002 12:00:00 AM,Trains,638,1609
US-Mexico Border,06/01/2001 12:00:00 AM,Personal Vehicle Passengers,17097643,9476203
US-Mexico Border,06/01/2001 12:00:00 AM,Personal Vehicles,7879076,4442855
US-Mexico Border,06/01/2001 12:00:00 AM,Pedestrians,4298062,1878546
US-Mexico Border,06/01/2001 12:00:00 AM,Trucks,360917,457491
US-Mexico Border,06/01/2001 12:00:00 AM,Bus Passengers,284994,234377
US-Mexico Border,06/01/2001 12:00:00 AM,Truck Containers Full,202048,319548
US-Mexico Border,06/01/2001 12:00:00 AM,Truck Containers Empty,160412,114063
US-Mexico Border,06/01/2001 12:00:00 AM,Rail Containers Full,25403,67744
US-Mexico Border,06/01/2001 12:00:00 AM,Rail Containers Full,25403,67744
US-Mexico Border,06/01/2001 12:00:00 AM,Buses,23079,14339
US-Mexico Border,06/01/2001 12:00:00 AM,Rail Containers Empty,22901,37262
US-Mexico Border,06/01/2001 12:00:00 AM,Train Passengers,1564,8387
US-Mexico Border,06/01/2001 12:00:00 AM,Train Passengers,1564,8387
US-Mexico Border,06/01/2001 12:00:00 AM,Trains,627,1608
US-Mexico Border,06/01/2001 12:00:00 AM,Trains,627,1608
US-Mexico Border,06/01/2000 12:00:00 AM,Personal Vehicle Passengers,17950843,9446459
US-Mexico Border,06/01/2000 12:00:00 AM,Personal Vehicles,7777928,4434136
US-Mexico Border,06/01/2000 12:00:00 AM,Pedestrians,3794718,1878095
US-Mexico Border,06/01/2000 12:00:00 AM,Bus Passengers,722536,231143
US-Mexico Border,06/01/2000 12:00:00 AM,Trucks,399610,457096
US-Mexico Border,06/01/2000 12:00:00 AM,Truck Containers Full,212251,319276
US-Mexico Border,06/01/2000 12:00:00 AM,Truck Containers Empty,165332,113946
US-Mexico Border,06/01/2000 12:00:00 AM,Rail Containers Empty,24901,37330
US-Mexico Border,06/01/2000 12:00:00 AM,Rail Containers Full,23961,67793
US-Mexico Border,06/01/2000 12:00:00 AM,Buses,23322,14279
US-Mexico Border,06/01/2000 12:00:00 AM,Train Passengers,2436,8330
US-Mexico Border,06/01/2000 12:00:00 AM,Trains,777,1607
US-Mexico Border,06/01/1999 12:00:00 AM,Personal Vehicle Passengers,20229972,9407169
US-Mexico Border,06/01/1999 12:00:00 AM,Personal Vehicles,7503447,4425802
US-Mexico Border,06/01/1999 12:00:00 AM,Pedestrians,3724795,1877880
US-Mexico Border,06/01/1999 12:00:00 AM,Trucks,379890,456844
US-Mexico Border,06/01/1999 12:00:00 AM,Bus Passengers,311277,229824
US-Mexico Border,06/01/1999 12:00:00 AM,Truck Containers Full,204129,319152
US-Mexico Border,06/01/1999 12:00:00 AM,Truck Containers Empty,163045,113907
US-Mexico Border,06/01/1999 12:00:00 AM,Buses,24824,14216
US-Mexico Border,06/01/1999 12:00:00 AM,Rail Containers Empty,23649,37420
US-Mexico Border,06/01/1999 12:00:00 AM,Rail Containers Full,19806,67912
US-Mexico Border,06/01/1999 12:00:00 AM,Train Passengers,1480,8288
US-Mexico Border,06/01/1999 12:00:00 AM,Trains,516,1606
US-Mexico Border,06/01/1999 12:00:00 AM,Trains,516,1606
US-Mexico Border,06/01/1998 12:00:00 AM,Personal Vehicle Passengers,18848768,9374495
US-Mexico Border,06/01/1998 12:00:00 AM,Personal Vehicles,6983818,4420062
US-Mexico Border,06/01/1998 12:00:00 AM,Pedestrians,3439384,1878870
US-Mexico Border,06/01/1998 12:00:00 AM,Trucks,339169,456988
US-Mexico Border,06/01/1998 12:00:00 AM,Bus Passengers,319580,228618
US-Mexico Border,06/01/1998 12:00:00 AM,Truck Containers Full,165880,319750
US-Mexico Border,06/01/1998 12:00:00 AM,Truck Containers Empty,135674,114058
US-Mexico Border,06/01/1998 12:00:00 AM,Buses,21719,14166
US-Mexico Border,06/01/1998 12:00:00 AM,Rail Containers Empty,18543,37549
US-Mexico Border,06/01/1998 12:00:00 AM,Rail Containers Full,15818,68109
US-Mexico Border,06/01/1998 12:00:00 AM,Train Passengers,1046,8248
US-Mexico Border,06/01/1998 12:00:00 AM,Trains,465,1607
US-Mexico Border,06/01/1997 12:00:00 AM,Personal Vehicle Passengers,18710035,9338918
US-Mexico Border,06/01/1997 12:00:00 AM,Personal Vehicles,6951474,4413175
US-Mexico Border,06/01/1997 12:00:00 AM,Pedestrians,3502445,1879753
US-Mexico Border,06/01/1997 12:00:00 AM,Trucks,306257,457429
US-Mexico Border,06/01/1997 12:00:00 AM,Bus Passengers,230319,227823
US-Mexico Border,06/01/1997 12:00:00 AM,Truck Containers Full,147949,321300
US-Mexico Border,06/01/1997 12:00:00 AM,Truck Containers Empty,123407,114381
US-Mexico Border,06/01/1997 12:00:00 AM,Buses,18785,14132
US-Mexico Border,06/01/1997 12:00:00 AM,Rail Containers Empty,15735,37731
US-Mexico Border,06/01/1997 12:00:00 AM,Rail Containers Full,14381,68492
US-Mexico Border,06/01/1997 12:00:00 AM,Train Passengers,1025,8214
US-Mexico Border,06/01/1997 12:00:00 AM,Trains,717,1605
US-Mexico Border,06/01/1996 12:00:00 AM,Personal Vehicle Passengers,14303742,9316198
US-Mexico Border,06/01/1996 12:00:00 AM,Personal Vehicles,5273662,4412198
US-Mexico Border,06/01/1996 12:00:00 AM,Pedestrians,2723279,1883885
US-Mexico Border,06/01/1996 12:00:00 AM,Trucks,263040,458251
US-Mexico Border,06/01/1996 12:00:00 AM,Bus Passengers,142902,227348
US-Mexico Border,06/01/1996 12:00:00 AM,Truck Containers Full,138354,322976
US-Mexico Border,06/01/1996 12:00:00 AM,Truck Containers Empty,117950,114778
US-Mexico Border,06/01/1996 12:00:00 AM,Rail Containers Empty,10002,37961
US-Mexico Border,06/01/1996 12:00:00 AM,Buses,9979,14133
US-Mexico Border,06/01/1996 12:00:00 AM,Rail Containers Full,9551,68913
US-Mexico Border,06/01/1996 12:00:00 AM,Train Passengers,757,8184
US-Mexico Border,06/01/1996 12:00:00 AM,Trains,578,1605
US-Mexico Border,05/01/2019 12:00:00 AM,Personal Vehicle Passengers,11161555,9329904
US-Mexico Border,05/01/2019 12:00:00 AM,Personal Vehicles,6087007,4414031
US-Mexico Border,05/01/2019 12:00:00 AM,Pedestrians,4144485,1882089
US-Mexico Border,05/01/2019 12:00:00 AM,Trucks,576724,457546
US-Mexico Border,05/01/2019 12:00:00 AM,Truck Containers Full,435491,322241
US-Mexico Border,05/01/2019 12:00:00 AM,Bus Passengers,172481,227735
US-Mexico Border,05/01/2019 12:00:00 AM,Truck Containers Empty,147259,114562
US-Mexico Border,05/01/2019 12:00:00 AM,Rail Containers Empty,52634,37800
US-Mexico Border,05/01/2019 12:00:00 AM,Rail Containers Full,44885,68631
US-Mexico Border,05/01/2019 12:00:00 AM,Buses,12562,14165
US-Mexico Border,05/01/2019 12:00:00 AM,Trains,987,1606
US-Mexico Border,05/01/2019 12:00:00 AM,Train Passengers,958,8122
US-Mexico Border,05/01/2018 12:00:00 AM,Personal Vehicle Passengers,12425460,9337822
US-Mexico Border,05/01/2018 12:00:00 AM,Personal Vehicles,6723434,4412869
US-Mexico Border,05/01/2018 12:00:00 AM,Pedestrians,3850841,1881534
US-Mexico Border,05/01/2018 12:00:00 AM,Trucks,561452,456824
US-Mexico Border,05/01/2018 12:00:00 AM,Truck Containers Full,408438,321575
US-Mexico Border,05/01/2018 12:00:00 AM,Truck Containers Empty,150480,114290
US-Mexico Border,05/01/2018 12:00:00 AM,Bus Passengers,108419,228367
US-Mexico Border,05/01/2018 12:00:00 AM,Rail Containers Empty,53567,37594
US-Mexico Border,05/01/2018 12:00:00 AM,Rail Containers Full,41851,68389
US-Mexico Border,05/01/2018 12:00:00 AM,Buses,13097,14194
US-Mexico Border,05/01/2018 12:00:00 AM,Trains,948,1607
US-Mexico Border,05/01/2018 12:00:00 AM,Train Passengers,891,8075
US-Mexico Border,05/01/2018 12:00:00 AM,Train Passengers,891,8075
US-Mexico Border,05/01/2017 12:00:00 AM,Personal Vehicle Passengers,12088275,9349275
US-Mexico Border,05/01/2017 12:00:00 AM,Personal Vehicles,6586937,4412964
US-Mexico Border,05/01/2017 12:00:00 AM,Pedestrians,3542039,1882326
US-Mexico Border,05/01/2017 12:00:00 AM,Trucks,526011,456224
US-Mexico Border,05/01/2017 12:00:00 AM,Truck Containers Full,475164,320165
US-Mexico Border,05/01/2017 12:00:00 AM,Truck Containers Empty,206516,113544
US-Mexico Border,05/01/2017 12:00:00 AM,Bus Passengers,134569,228911
US-Mexico Border,05/01/2017 12:00:00 AM,Rail Containers Empty,47387,37418
US-Mexico Border,05/01/2017 12:00:00 AM,Rail Containers Full,44134,68163
US-Mexico Border,05/01/2017 12:00:00 AM,Buses,13577,14219
US-Mexico Border,05/01/2017 12:00:00 AM,Trains,961,1608
US-Mexico Border,05/01/2017 12:00:00 AM,Train Passengers,880,8018
US-Mexico Border,05/01/2016 12:00:00 AM,Personal Vehicle Passengers,11950344,9360347
US-Mexico Border,05/01/2016 12:00:00 AM,Personal Vehicles,6490297,4412968
US-Mexico Border,05/01/2016 12:00:00 AM,Pedestrians,3583968,1882931
US-Mexico Border,05/01/2016 12:00:00 AM,Trucks,501367,455808
US-Mexico Border,05/01/2016 12:00:00 AM,Truck Containers Full,362521,319539
US-Mexico Border,05/01/2016 12:00:00 AM,Bus Passengers,202481,229099
US-Mexico Border,05/01/2016 12:00:00 AM,Truck Containers Empty,137923,113457
US-Mexico Border,05/01/2016 12:00:00 AM,Rail Containers Full,45037,67998
US-Mexico Border,05/01/2016 12:00:00 AM,Rail Containers Empty,39822,37319
US-Mexico Border,05/01/2016 12:00:00 AM,Buses,15379,14234
US-Mexico Border,05/01/2016 12:00:00 AM,Train Passengers,1063,7964
US-Mexico Border,05/01/2016 12:00:00 AM,Trains,894,1607
US-Mexico Border,05/01/2016 12:00:00 AM,Trains,894,1607
US-Mexico Border,05/01/2016 12:00:00 AM,Trains,894,1607
US-Mexico Border,05/01/2015 12:00:00 AM,Personal Vehicle Passengers,11791328,9370422
US-Mexico Border,05/01/2015 12:00:00 AM,Personal Vehicles,6275741,4412978
US-Mexico Border,05/01/2015 12:00:00 AM,Pedestrians,3454131,1884099
US-Mexico Border,05/01/2015 12:00:00 AM,Trucks,468216,455633
US-Mexico Border,05/01/2015 12:00:00 AM,Truck Containers Full,340183,319114
US-Mexico Border,05/01/2015 12:00:00 AM,Bus Passengers,202483,229254
US-Mexico Border,05/01/2015 12:00:00 AM,Truck Containers Empty,125751,113394
US-Mexico Border,05/01/2015 12:00:00 AM,Rail Containers Full,42552,67804
US-Mexico Border,05/01/2015 12:00:00 AM,Rail Containers Empty,39991,37179
US-Mexico Border,05/01/2015 12:00:00 AM,Buses,16746,14240
US-Mexico Border,05/01/2015 12:00:00 AM,Train Passengers,921,7908
US-Mexico Border,05/01/2015 12:00:00 AM,Trains,839,1606
US-Mexico Border,05/01/2014 12:00:00 AM,Personal Vehicle Passengers,10752775,9382996
US-Mexico Border,05/01/2014 12:00:00 AM,Personal Vehicles,5909610,4413487
US-Mexico Border,05/01/2014 12:00:00 AM,Pedestrians,3486494,1885161
US-Mexico Border,05/01/2014 12:00:00 AM,Trucks,474277,455341
US-Mexico Border,05/01/2014 12:00:00 AM,Truck Containers Full,341856,318749
US-Mexico Border,05/01/2014 12:00:00 AM,Bus Passengers,248796,228987
US-Mexico Border,05/01/2014 12:00:00 AM,Truck Containers Empty,128649,113293
US-Mexico Border,05/01/2014 12:00:00 AM,Rail Containers Full,43652,67595
US-Mexico Border,05/01/2014 12:00:00 AM,Rail Containers Empty,38438,37015
US-Mexico Border,05/01/2014 12:00:00 AM,Buses,17705,14240
US-Mexico Border,05/01/2014 12:00:00 AM,Train Passengers,998,7855
US-Mexico Border,05/01/2014 12:00:00 AM,Trains,858,1605
US-Mexico Border,05/01/2014 12:00:00 AM,Trains,858,1605
US-Mexico Border,05/01/2014 12:00:00 AM,Trains,858,1605
US-Mexico Border,05/01/2013 12:00:00 AM,Personal Vehicle Passengers,10094092,9398604
US-Mexico Border,05/01/2013 12:00:00 AM,Personal Vehicles,5542514,4415363
US-Mexico Border,05/01/2013 12:00:00 AM,Pedestrians,3336831,1886901
US-Mexico Border,05/01/2013 12:00:00 AM,Trucks,462653,455131
US-Mexico Border,05/01/2013 12:00:00 AM,Truck Containers Full,329269,318569
US-Mexico Border,05/01/2013 12:00:00 AM,Bus Passengers,228245,228891
US-Mexico Border,05/01/2013 12:00:00 AM,Truck Containers Empty,137914,113137
US-Mexico Border,05/01/2013 12:00:00 AM,Rail Containers Full,37009,67468
US-Mexico Border,05/01/2013 12:00:00 AM,Rail Containers Empty,31148,36913
US-Mexico Border,05/01/2013 12:00:00 AM,Buses,17577,14241
US-Mexico Border,05/01/2013 12:00:00 AM,Trains,805,1603
US-Mexico Border,05/01/2013 12:00:00 AM,Train Passengers,388,7801
US-Mexico Border,05/01/2012 12:00:00 AM,Personal Vehicle Passengers,9456442,9417765
US-Mexico Border,05/01/2012 12:00:00 AM,Personal Vehicles,5267639,4418863
US-Mexico Border,05/01/2012 12:00:00 AM,Pedestrians,3421853,1888298
US-Mexico Border,05/01/2012 12:00:00 AM,Trucks,460181,454883
US-Mexico Border,05/01/2012 12:00:00 AM,Truck Containers Full,322166,318295
US-Mexico Border,05/01/2012 12:00:00 AM,Bus Passengers,222990,228792
US-Mexico Border,05/01/2012 12:00:00 AM,Truck Containers Empty,135225,113043
US-Mexico Border,05/01/2012 12:00:00 AM,Rail Containers Empty,40321,36796
US-Mexico Border,05/01/2012 12:00:00 AM,Rail Containers Full,33681,67419
US-Mexico Border,05/01/2012 12:00:00 AM,Buses,17687,14240
US-Mexico Border,05/01/2012 12:00:00 AM,Trains,760,1604
US-Mexico Border,05/01/2012 12:00:00 AM,Train Passengers,296,7751
US-Mexico Border,05/01/2011 12:00:00 AM,Personal Vehicle Passengers,9340649,9438574
US-Mexico Border,05/01/2011 12:00:00 AM,Personal Vehicles,5206244,4423226
US-Mexico Border,05/01/2011 12:00:00 AM,Pedestrians,3320617,1890220
US-Mexico Border,05/01/2011 12:00:00 AM,Trucks,427866,454883
US-Mexico Border,05/01/2011 12:00:00 AM,Truck Containers Full,292236,318245
US-Mexico Border,05/01/2011 12:00:00 AM,Bus Passengers,214348,228734
US-Mexico Border,05/01/2011 12:00:00 AM,Truck Containers Empty,127038,113046
US-Mexico Border,05/01/2011 12:00:00 AM,Rail Containers Empty,36185,36716
US-Mexico Border,05/01/2011 12:00:00 AM,Rail Containers Full,31788,67397
US-Mexico Border,05/01/2011 12:00:00 AM,Buses,18228,14234
US-Mexico Border,05/01/2011 12:00:00 AM,Trains,708,1605
US-Mexico Border,05/01/2011 12:00:00 AM,Trains,708,1605
US-Mexico Border,05/01/2011 12:00:00 AM,Train Passengers,317,7698
US-Mexico Border,05/01/2010 12:00:00 AM,Personal Vehicle Passengers,10887765,9453561
US-Mexico Border,05/01/2010 12:00:00 AM,Personal Vehicles,5493655,4427549
US-Mexico Border,05/01/2010 12:00:00 AM,Pedestrians,3502885,1891322
US-Mexico Border,05/01/2010 12:00:00 AM,Trucks,406353,455037
US-Mexico Border,05/01/2010 12:00:00 AM,Truck Containers Full,280548,318201
US-Mexico Border,05/01/2010 12:00:00 AM,Bus Passengers,205977,228715
US-Mexico Border,05/01/2010 12:00:00 AM,Truck Containers Empty,124036,113069
US-Mexico Border,05/01/2010 12:00:00 AM,Rail Containers Empty,34042,36671
US-Mexico Border,05/01/2010 12:00:00 AM,Rail Containers Full,27044,67426
US-Mexico Border,05/01/2010 12:00:00 AM,Buses,17477,14230
US-Mexico Border,05/01/2010 12:00:00 AM,Trains,647,1606
US-Mexico Border,05/01/2010 12:00:00 AM,Train Passengers,278,7657
US-Mexico Border,05/01/2010 12:00:00 AM,Train Passengers,278,7657
US-Mexico Border,05/01/2009 12:00:00 AM,Personal Vehicle Passengers,11838435,9464563
US-Mexico Border,05/01/2009 12:00:00 AM,Personal Vehicles,5954295,4430092
US-Mexico Border,05/01/2009 12:00:00 AM,Pedestrians,3457754,1892642
US-Mexico Border,05/01/2009 12:00:00 AM,Trucks,341601,455827
US-Mexico Border,05/01/2009 12:00:00 AM,Truck Containers Full,217776,318703
US-Mexico Border,05/01/2009 12:00:00 AM,Bus Passengers,179414,228716
US-Mexico Border,05/01/2009 12:00:00 AM,Truck Containers Empty,121711,113182
US-Mexico Border,05/01/2009 12:00:00 AM,Rail Containers Empty,25007,36707
US-Mexico Border,05/01/2009 12:00:00 AM,Buses,18635,14221
US-Mexico Border,05/01/2009 12:00:00 AM,Rail Containers Full,18103,67594
