Border,Date,Measure,Value,Average
US-Canada Border,03/01/2017 12:00:00 AM,Bus Passengers,93673,207947
US-Canada Border,03/01/2017 12:00:00 AM,Rail Containers Empty,66916,35876
US-Canada Border,03/01/2017 12:00:00 AM,Pedestrians,14144,1899019
US-Canada Border,03/01/2017 12:00:00 AM,Train Passengers,13184,6894
US-Canada Border,03/01/2017 12:00:00 AM,Buses,4846,13533
US-Canada Border,03/01/2017 12:00:00 AM,Trains,1935,1570
US-Canada Border,03/01/2016 12:00:00 AM,Personal Vehicle Passengers,3547669,9151322
US-Canada Border,03/01/2016 12:00:00 AM,Personal Vehicles,1984033,4312327
US-Canada Border,03/01/2016 12:00:00 AM,Trucks,515426,446737
US-Canada Border,03/01/2016 12:00:00 AM,Truck Containers Full,420622,309411
US-Canada Border,03/01/2016 12:00:00 AM,Rail Containers Full,136585,65826
US-Canada Border,03/01/2016 12:00:00 AM,Bus Passengers,109134,209171
US-Canada Border,03/01/2016 12:00:00 AM,Truck Containers Empty,103231,111736
US-Canada Border,03/01/2016 12:00:00 AM,Rail Containers Empty,54374,35667
US-Canada Border,03/01/2016 12:00:00 AM,Pedestrians,19566,1899639
US-Canada Border,03/01/2016 12:00:00 AM,Train Passengers,15124,6878
US-Canada Border,03/01/2016 12:00:00 AM,Buses,5627,13566
US-Canada Border,03/01/2016 12:00:00 AM,Trains,2507,1568
US-Canada Border,03/01/2015 12:00:00 AM,Personal Vehicle Passengers,3843487,9168987
US-Canada Border,03/01/2015 12:00:00 AM,Personal Vehicles,2152225,4312174
US-Canada Border,03/01/2015 12:00:00 AM,Trucks,511097,445875
US-Canada Border,03/01/2015 12:00:00 AM,Truck Containers Full,421340,308284
US-Canada Border,03/01/2015 12:00:00 AM,Rail Containers Full,146513,65405
US-Canada Border,03/01/2015 12:00:00 AM,Truck Containers Empty,123777,111513
US-Canada Border,03/01/2015 12:00:00 AM,Bus Passengers,114560,209773
US-Canada Border,03/01/2015 12:00:00 AM,Rail Containers Empty,68957,35376
US-Canada Border,03/01/2015 12:00:00 AM,Pedestrians,16141,1900486
US-Canada Border,03/01/2015 12:00:00 AM,Train Passengers,14739,6863
US-Canada Border,03/01/2015 12:00:00 AM,Buses,5982,13601
US-Canada Border,03/01/2015 12:00:00 AM,Trains,2644,1565
US-Canada Border,03/01/2015 12:00:00 AM,Trains,2644,1565
US-Canada Border,03/01/2014 12:00:00 AM,Personal Vehicle Passengers,4446192,9186432
US-Canada Border,03/01/2014 12:00:00 AM,Personal Vehicles,2356327,4311907
US-Canada Border,03/01/2014 12:00:00 AM,Trucks,494908,445172
US-Canada Border,03/01/2014 12:00:00 AM,Truck Containers Full,370215,307461
US-Canada Border,03/01/2014 12:00:00 AM,Rail Containers Full,133196,65067
US-Canada Border,03/01/2014 12:00:00 AM,Bus Passengers,132912,210246
US-Canada Border,03/01/2014 12:00:00 AM,Truck Containers Empty,117023,111278
US-Canada Border,03/01/2014 12:00:00 AM,Rail Containers Empty,64003,35135
US-Canada Border,03/01/2014 12:00:00 AM,Pedestrians,16327,1901907
US-Canada Border,03/01/2014 12:00:00 AM,Train Passengers,13625,6857
US-Canada Border,03/01/2014 12:00:00 AM,Buses,6529,13630
US-Canada Border,03/01/2014 12:00:00 AM,Trains,2283,1565
US-Canada Border,03/01/2013 12:00:00 AM,Personal Vehicle Passengers,5043062,9205968
US-Canada Border,03/01/2013 12:00:00 AM,Personal Vehicles,2625752,4312875
US-Canada Border,03/01/2013 12:00:00 AM,Trucks,469482,444814
US-Canada Border,03/01/2013 12:00:00 AM,Truck Containers Full,337565,307019
US-Canada Border,03/01/2013 12:00:00 AM,Bus Passengers,155080,210552
US-Canada Border,03/01/2013 12:00:00 AM,Rail Containers Full,132645,64735
US-Canada Border,03/01/2013 12:00:00 AM,Truck Containers Empty,113800,111117
US-Canada Border,03/01/2013 12:00:00 AM,Rail Containers Empty,66338,34880
US-Canada Border,03/01/2013 12:00:00 AM,Pedestrians,19713,1902484
US-Canada Border,03/01/2013 12:00:00 AM,Train Passengers,15517,6837
US-Canada Border,03/01/2013 12:00:00 AM,Buses,6914,13634
US-Canada Border,03/01/2013 12:00:00 AM,Trains,2448,1564
US-Canada Border,03/01/2012 12:00:00 AM,Personal Vehicle Passengers,4787539,9232150
US-Canada Border,03/01/2012 12:00:00 AM,Personal Vehicles,2549752,4316986
US-Canada Border,03/01/2012 12:00:00 AM,Trucks,485415,444620
US-Canada Border,03/01/2012 12:00:00 AM,Truck Containers Full,359997,306650
US-Canada Border,03/01/2012 12:00:00 AM,Bus Passengers,150053,210478
US-Canada Border,03/01/2012 12:00:00 AM,Rail Containers Full,123272,64479
US-Canada Border,03/01/2012 12:00:00 AM,Truck Containers Empty,107108,111038
US-Canada Border,03/01/2012 12:00:00 AM,Rail Containers Empty,61814,34692
US-Canada Border,03/01/2012 12:00:00 AM,Pedestrians,27125,1903617
US-Canada Border,03/01/2012 12:00:00 AM,Train Passengers,15466,6820
US-Canada Border,03/01/2012 12:00:00 AM,Buses,6997,13653
US-Canada Border,03/01/2012 12:00:00 AM,Trains,2407,1564
US-Canada Border,03/01/2011 12:00:00 AM,Personal Vehicle Passengers,4279200,9269272
US-Canada Border,03/01/2011 12:00:00 AM,Personal Vehicles,2324489,4325092
US-Canada Border,03/01/2011 12:00:00 AM,Trucks,503747,444042
US-Canada Border,03/01/2011 12:00:00 AM,Truck Containers Full,377162,305993
US-Canada Border,03/01/2011 12:00:00 AM,Bus Passengers,146506,210721
US-Canada Border,03/01/2011 12:00:00 AM,Rail Containers Full,107810,64372
US-Canada Border,03/01/2011 12:00:00 AM,Truck Containers Empty,107381,110864
US-Canada Border,03/01/2011 12:00:00 AM,Rail Containers Empty,52229,34520
US-Canada Border,03/01/2011 12:00:00 AM,Pedestrians,18890,1904712
US-Canada Border,03/01/2011 12:00:00 AM,Train Passengers,11857,6831
US-Canada Border,03/01/2011 12:00:00 AM,Buses,7510,13671
US-Canada Border,03/01/2011 12:00:00 AM,Trains,2141,1565
US-Canada Border,03/01/2010 12:00:00 AM,Personal Vehicle Passengers,4138823,9310311
US-Canada Border,03/01/2010 12:00:00 AM,Personal Vehicles,2119171,4335348
US-Canada Border,03/01/2010 12:00:00 AM,Trucks,492826,443601
US-Canada Border,03/01/2010 12:00:00 AM,Truck Containers Full,380565,305326
US-Canada Border,03/01/2010 12:00:00 AM,Bus Passengers,152298,210954
US-Canada Border,03/01/2010 12:00:00 AM,Rail Containers Full,107441,64295
US-Canada Border,03/01/2010 12:00:00 AM,Truck Containers Empty,99765,110736
US-Canada Border,03/01/2010 12:00:00 AM,Rail Containers Empty,53594,34353
US-Canada Border,03/01/2010 12:00:00 AM,Pedestrians,24023,1905909
US-Canada Border,03/01/2010 12:00:00 AM,Train Passengers,12467,6838
US-Canada Border,03/01/2010 12:00:00 AM,Buses,8049,13680
US-Canada Border,03/01/2010 12:00:00 AM,Trains,2240,1567
US-Canada Border,03/01/2010 12:00:00 AM,Trains,2240,1567
US-Canada Border,03/01/2009 12:00:00 AM,Personal Vehicle Passengers,3836164,9342165
US-Canada Border,03/01/2009 12:00:00 AM,Personal Vehicles,1971344,4344106
US-Canada Border,03/01/2009 12:00:00 AM,Trucks,422741,443819
US-Canada Border,03/01/2009 12:00:00 AM,Truck Containers Full,314249,305294
US-Canada Border,03/01/2009 12:00:00 AM,Bus Passengers,150183,211295
US-Canada Border,03/01/2009 12:00:00 AM,Truck Containers Empty,89544,110671
US-Canada Border,03/01/2009 12:00:00 AM,Rail Containers Full,83360,64424
US-Canada Border,03/01/2009 12:00:00 AM,Rail Containers Empty,49204,34216
US-Canada Border,03/01/2009 12:00:00 AM,Pedestrians,22712,1906893
US-Canada Border,03/01/2009 12:00:00 AM,Train Passengers,10137,6864
US-Canada Border,03/01/2009 12:00:00 AM,Buses,7841,13679
US-Canada Border,03/01/2009 12:00:00 AM,Trains,2013,1570
US-Canada Border,03/01/2008 12:00:00 AM,Personal Vehicle Passengers,4602875,9359059
US-Canada Border,03/01/2008 12:00:00 AM,Personal Vehicles,2243980,4347523
US-Canada Border,03/01/2008 12:00:00 AM,Trucks,507685,443952
US-Canada Border,03/01/2008 12:00:00 AM,Truck Containers Full,412177,304982
US-Canada Border,03/01/2008 12:00:00 AM,Bus Passengers,244614,210979
US-Canada Border,03/01/2008 12:00:00 AM,Rail Containers Full,119579,64327
US-Canada Border,03/01/2008 12:00:00 AM,Truck Containers Empty,93350,110667
US-Canada Border,03/01/2008 12:00:00 AM,Rail Containers Empty,48494,34139
US-Canada Border,03/01/2008 12:00:00 AM,Pedestrians,23532,1907626
US-Canada Border,03/01/2008 12:00:00 AM,Train Passengers,12583,6871
US-Canada Border,03/01/2008 12:00:00 AM,Buses,8946,13665
US-Canada Border,03/01/2008 12:00:00 AM,Trains,2597,1569
US-Canada Border,03/01/2008 12:00:00 AM,Trains,2597,1569
US-Canada Border,03/01/2007 12:00:00 AM,Personal Vehicle Passengers,4287711,9360917
US-Canada Border,03/01/2007 12:00:00 AM,Personal Vehicles,2229742,4343918
US-Canada Border,03/01/2007 12:00:00 AM,Trucks,587330,443051
US-Canada Border,03/01/2007 12:00:00 AM,Truck Containers Full,485451,303859
US-Canada Border,03/01/2007 12:00:00 AM,Bus Passengers,230391,209956
US-Canada Border,03/01/2007 12:00:00 AM,Rail Containers Full,126081,64102
US-Canada Border,03/01/2007 12:00:00 AM,Truck Containers Empty,88717,110555
US-Canada Border,03/01/2007 12:00:00 AM,Rail Containers Empty,46108,34010
US-Canada Border,03/01/2007 12:00:00 AM,Pedestrians,23973,1905020
US-Canada Border,03/01/2007 12:00:00 AM,Train Passengers,10109,6889
US-Canada Border,03/01/2007 12:00:00 AM,Buses,8927,13626
US-Canada Border,03/01/2007 12:00:00 AM,Trains,2619,1566
US-Canada Border,03/01/2006 12:00:00 AM,Personal Vehicle Passengers,4854042,9354063
US-Canada Border,03/01/2006 12:00:00 AM,Personal Vehicles,2340385,4335927
US-Canada Border,03/01/2006 12:00:00 AM,Trucks,600750,441748
US-Canada Border,03/01/2006 12:00:00 AM,Truck Containers Full,530942,302137
US-Canada Border,03/01/2006 12:00:00 AM,Bus Passengers,241209,209157
US-Canada Border,03/01/2006 12:00:00 AM,Rail Containers Full,130854,63803
US-Canada Border,03/01/2006 12:00:00 AM,Truck Containers Empty,90922,110381
US-Canada Border,03/01/2006 12:00:00 AM,Rail Containers Empty,44368,33881
US-Canada Border,03/01/2006 12:00:00 AM,Pedestrians,26385,1902033
US-Canada Border,03/01/2006 12:00:00 AM,Train Passengers,12460,6885
US-Canada Border,03/01/2006 12:00:00 AM,Buses,9202,13593
US-Canada Border,03/01/2006 12:00:00 AM,Trains,2812,1560
US-Canada Border,03/01/2006 12:00:00 AM,Trains,2812,1560
US-Canada Border,03/01/2006 12:00:00 AM,Trains,2812,1560
US-Canada Border,03/01/2005 12:00:00 AM,Personal Vehicle Passengers,4753856,9337916
US-Canada Border,03/01/2005 12:00:00 AM,Personal Vehicles,2336282,4322524
US-Canada Border,03/01/2005 12:00:00 AM,Trucks,591197,440562
US-Canada Border,03/01/2005 12:00:00 AM,Truck Containers Full,495892,300617
US-Canada Border,03/01/2005 12:00:00 AM,Bus Passengers,238103,208252
US-Canada Border,03/01/2005 12:00:00 AM,Rail Containers Full,131631,63466
US-Canada Border,03/01/2005 12:00:00 AM,Truck Containers Empty,83435,110328
US-Canada Border,03/01/2005 12:00:00 AM,Rail Containers Empty,39818,33812
US-Canada Border,03/01/2005 12:00:00 AM,Pedestrians,28760,1901037
US-Canada Border,03/01/2005 12:00:00 AM,Train Passengers,13025,6874
US-Canada Border,03/01/2005 12:00:00 AM,Buses,9705,13553
US-Canada Border,03/01/2005 12:00:00 AM,Trains,2724,1556
US-Canada Border,03/01/2004 12:00:00 AM,Personal Vehicle Passengers,4742473,9315490
US-Canada Border,03/01/2004 12:00:00 AM,Personal Vehicles,2307106,4308420
US-Canada Border,03/01/2004 12:00:00 AM,Trucks,628185,439281
US-Canada Border,03/01/2004 12:00:00 AM,Truck Containers Full,524750,299031
US-Canada Border,03/01/2004 12:00:00 AM,Bus Passengers,277226,206603
US-Canada Border,03/01/2004 12:00:00 AM,Rail Containers Full,131300,63174
US-Canada Border,03/01/2004 12:00:00 AM,Truck Containers Empty,88166,110275
US-Canada Border,03/01/2004 12:00:00 AM,Rail Containers Empty,42036,33746
US-Canada Border,03/01/2004 12:00:00 AM,Pedestrians,29349,1894360
US-Canada Border,03/01/2004 12:00:00 AM,Pedestrians,29349,1894360
US-Canada Border,03/01/2004 12:00:00 AM,Train Passengers,14636,6853
US-Canada Border,03/01/2004 12:00:00 AM,Buses,11687,13484
US-Canada Border,03/01/2004 12:00:00 AM,Trains,3037,1550
US-Canada Border,03/01/2003 12:00:00 AM,Personal Vehicle Passengers,4677494,9295081
US-Canada Border,03/01/2003 12:00:00 AM,Personal Vehicles,2241652,4294760
US-Canada Border,03/01/2003 12:00:00 AM,Trucks,584957,438132
US-Canada Border,03/01/2003 12:00:00 AM,Truck Containers Full,490917,297581
US-Canada Border,03/01/2003 12:00:00 AM,Bus Passengers,270472,205228
US-Canada Border,03/01/2003 12:00:00 AM,Rail Containers Full,122768,62978
US-Canada Border,03/01/2003 12:00:00 AM,Truck Containers Empty,83940,110142
US-Canada Border,03/01/2003 12:00:00 AM,Rail Containers Empty,39258,33711
US-Canada Border,03/01/2003 12:00:00 AM,Pedestrians,37417,1887938
US-Canada Border,03/01/2003 12:00:00 AM,Train Passengers,15640,6825
US-Canada Border,03/01/2003 12:00:00 AM,Buses,11325,13418
US-Canada Border,03/01/2003 12:00:00 AM,Trains,2783,1547
US-Canada Border,03/01/2002 12:00:00 AM,Personal Vehicle Passengers,5377216,9268543
US-Canada Border,03/01/2002 12:00:00 AM,Personal Vehicles,2487140,4283085
US-Canada Border,03/01/2002 12:00:00 AM,Trucks,568295,437575
US-Canada Border,03/01/2002 12:00:00 AM,Truck Containers Full,478046,296554
US-Canada Border,03/01/2002 12:00:00 AM,Bus Passengers,260412,203709
US-Canada Border,03/01/2002 12:00:00 AM,Rail Containers Full,124671,62767
US-Canada Border,03/01/2002 12:00:00 AM,Truck Containers Empty,85994,110055
US-Canada Border,03/01/2002 12:00:00 AM,Pedestrians,36395,1881739
US-Canada Border,03/01/2002 12:00:00 AM,Rail Containers Empty,36373,33734
US-Canada Border,03/01/2002 12:00:00 AM,Train Passengers,16788,6786
US-Canada Border,03/01/2002 12:00:00 AM,Buses,10375,13337
US-Canada Border,03/01/2002 12:00:00 AM,Trains,2786,1544
US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicle Passengers,6286079,9225171
US-Canada Border,03/01/2001 12:00:00 AM,Personal Vehicles,2787843,4266537
US-Canada Border,03/01/2001 12:00:00 AM,Trucks,596446,436641
US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Full,475691,295642
US-Canada Border,03/01/2001 12:00:00 AM,Bus Passengers,327366,200987
US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Full,122179,62577
US-Canada Border,03/01/2001 12:00:00 AM,Truck Containers Empty,88530,109752
US-Canada Border,03/01/2001 12:00:00 AM,Rail Containers Empty,40398,33697
US-Canada Border,03/01/2001 12:00:00 AM,Pedestrians,31446,1874677
US-Canada Border,03/01/2001 12:00:00 AM,Train Passengers,17558,6733
US-Canada Border,03/01/2001 12:00:00 AM,Buses,12486,13229
US-Canada Border,03/01/2001 12:00:00 AM,Trains,2911,1539
US-Canada Border,03/01/2000 12:00:00 AM,Personal Vehicle Passengers,7000236,9134917
US-Canada Border,03/01/2000 12:00:00 AM,Personal Vehicles,2859058,4242074
US-Canada Border,03/01/2000 12:00:00 AM,Trucks,636750,435194
US-Canada Border,03/01/2000 12:00:00 AM,Truck Containers Full,493122,294451
US-Canada Border,03/01/2000 12:00:00 AM,Bus Passengers,282823,199376
US-Canada Border,03/01/2000 12:00:00 AM,Rail Containers Full,109171,62492
US-Canada Border,03/01/2000 12:00:00 AM,Truck Containers Empty,82311,109504
US-Canada Border,03/01/2000 12:00:00 AM,Rail Containers Empty,34851,33743
US-Canada Border,03/01/2000 12:00:00 AM,Pedestrians,26551,1862518
US-Canada Border,03/01/2000 12:00:00 AM,Train Passengers,17383,6680
US-Canada Border,03/01/2000 12:00:00 AM,Buses,12044,13129
US-Canada Border,03/01/2000 12:00:00 AM,Trains,2973,1534
US-Canada Border,03/01/1999 12:00:00 AM,Personal Vehicle Passengers,6327011,9051375
US-Canada Border,03/01/1999 12:00:00 AM,Personal Vehicles,2699899,4222592
US-Canada Border,03/01/1999 12:00:00 AM,Trucks,594737,433847
US-Canada Border,03/01/1999 12:00:00 AM,Truck Containers Full,489481,293320
US-Canada Border,03/01/1999 12:00:00 AM,Bus Passengers,234546,198652
US-Canada Border,03/01/1999 12:00:00 AM,Rail Containers Full,106008,62443
US-Canada Border,03/01/1999 12:00:00 AM,Truck Containers Empty,73503,109357
US-Canada Border,03/01/1999 12:00:00 AM,Rail Containers Empty,29515,33846
US-Canada Border,03/01/1999 12:00:00 AM,Pedestrians,24134,1857689
US-Canada Border,03/01/1999 12:00:00 AM,Train Passengers,15255,6650
US-Canada Border,03/01/1999 12:00:00 AM,Buses,10605,13070
US-Canada Border,03/01/1999 12:00:00 AM,Trains,2891,1531
US-Canada Border,03/01/1998 12:00:00 AM,Personal Vehicle Passengers,6513374,8960049
US-Canada Border,03/01/1998 12:00:00 AM,Personal Vehicles,2770818,4202598
US-Canada Border,03/01/1998 12:00:00 AM,Trucks,554052,432911
US-Canada Border,03/01/1998 12:00:00 AM,Truck Containers Full,342468,293561
US-Canada Border,03/01/1998 12:00:00 AM,Bus Passengers,242737,197040
US-Canada Border,03/01/1998 12:00:00 AM,Rail Containers Full,64924,62851
US-Canada Border,03/01/1998 12:00:00 AM,Truck Containers Empty,53451,109217
US-Canada Border,03/01/1998 12:00:00 AM,Pedestrians,27687,1848341
US-Canada Border,03/01/1998 12:00:00 AM,Rail Containers Empty,22504,34106
US-Canada Border,03/01/1998 12:00:00 AM,Train Passengers,16523,6600
US-Canada Border,03/01/1998 12:00:00 AM,Buses,10969,12977
US-Canada Border,03/01/1998 12:00:00 AM,Trains,2958,1526
US-Canada Border,03/01/1997 12:00:00 AM,Personal Vehicle Passengers,7214768,8874052
US-Canada Border,03/01/1997 12:00:00 AM,Personal Vehicles,3033566,4185032
US-Canada Border,03/01/1997 12:00:00 AM,Trucks,482040,433219
US-Canada Border,03/01/1997 12:00:00 AM,Bus Passengers,277805,195004
US-Canada Border,03/01/1997 12:00:00 AM,Truck Containers Full,101291,296520
US-Canada Border,03/01/1997 12:00:00 AM,Rail Containers Full,26245,63718
US-Canada Border,03/01/1997 12:00:00 AM,Pedestrians,21462,1842495
US-Canada Border,03/01/1997 12:00:00 AM,Truck Containers Empty,17817,109597
US-Canada Border,03/01/1997 12:00:00 AM,Train Passengers,13266,6589
US-Canada Border,03/01/1997 12:00:00 AM,Buses,11625,12897
US-Canada Border,03/01/1997 12:00:00 AM,Rail Containers Empty,10897,34530
US-Canada Border,03/01/1997 12:00:00 AM,Trains,2781,1525
US-Canada Border,03/01/1996 12:00:00 AM,Personal Vehicle Passengers,6945355,8795255
US-Canada Border,03/01/1996 12:00:00 AM,Personal Vehicles,2959107,4169522
US-Canada Border,03/01/1996 12:00:00 AM,Trucks,449155,434520
US-Canada Border,03/01/1996 12:00:00 AM,Bus Passengers,209231,194343
US-Canada Border,03/01/1996 12:00:00 AM,Truck Containers Full,120968,300380
US-Canada Border,03/01/1996 12:00:00 AM,Rail Containers Full,33182,64638
US-Canada Border,03/01/1996 12:00:00 AM,Pedestrians,20730,1834623
US-Canada Border,03/01/1996 12:00:00 AM,Truck Containers Empty,18363,110848
US-Canada Border,03/01/1996 12:00:00 AM,Train Passengers,12794,6584
US-Canada Border,03/01/1996 12:00:00 AM,Rail Containers Empty,12587,35021
US-Canada Border,03/01/1996 12:00:00 AM,Buses,10840,12849
US-Canada Border,03/01/1996 12:00:00 AM,Trains,2741,1522
US-Canada Border,02/01/2019 12:00:00 AM,Personal Vehicle Passengers,2777212,8793998
US-Canada Border,02/01/2019 12:00:00 AM,Personal Vehicles,1534560,4182562
US-Canada Border,02/01/2019 12:00:00 AM,Trucks,429813,436302
US-Canada Border,02/01/2019 12:00:00 AM,Truck Containers Full,323630,301642
US-Canada Border,02/01/2019 12:00:00 AM,Rail Containers Full,123643,64554
US-Canada Border,02/01/2019 12:00:00 AM,Truck Containers Empty,115624,110804
US-Canada Border,02/01/2019 12:00:00 AM,Bus Passengers,75740,196054
US-Canada Border,02/01/2019 12:00:00 AM,Rail Containers Empty,44492,35141
US-Canada Border,02/01/2019 12:00:00 AM,Pedestrians,12009,1836407
US-Canada Border,02/01/2019 12:00:00 AM,Train Passengers,9277,6614
US-Canada Border,02/01/2019 12:00:00 AM,Buses,3770,12967
US-Canada Border,02/01/2019 12:00:00 AM,Trains,1607,1529
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicle Passengers,3022028,8839918
US-Canada Border,02/01/2018 12:00:00 AM,Personal Vehicles,1666594,4193769
US-Canada Border,02/01/2018 12:00:00 AM,Trucks,448194,435355
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Full,326173,300582
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Full,136507,64076
US-Canada Border,02/01/2018 12:00:00 AM,Truck Containers Empty,131612,110238
US-Canada Border,02/01/2018 12:00:00 AM,Bus Passengers,85214,198003
US-Canada Border,02/01/2018 12:00:00 AM,Rail Containers Empty,57667,34778
US-Canada Border,02/01/2018 12:00:00 AM,Pedestrians,12936,1839028
US-Canada Border,02/01/2018 12:00:00 AM,Train Passengers,8544,6656
US-Canada Border,02/01/2018 12:00:00 AM,Buses,4294,13076
US-Canada Border,02/01/2018 12:00:00 AM,Trains,1712,1534
US-Canada Border,02/01/2017 12:00:00 AM,Personal Vehicle Passengers,2878409,8882918
US-Canada Border,02/01/2017 12:00:00 AM,Personal Vehicles,1664326,4202773
US-Canada Border,02/01/2017 12:00:00 AM,Trucks,453800,434536
US-Canada Border,02/01/2017 12:00:00 AM,Truck Containers Full,325352,299750
US-Canada Border,02/01/2017 12:00:00 AM,Truck Containers Empty,137539,109650
US-Canada Border,02/01/2017 12:00:00 AM,Rail Containers Full,133782,63584
US-Canada Border,02/01/2017 12:00:00 AM,Bus Passengers,88227,200212
US-Canada Border,02/01/2017 12:00:00 AM,Rail Containers Empty,57223,34454
US-Canada Border,02/01/2017 12:00:00 AM,Pedestrians,12616,1840558
US-Canada Border,02/01/2017 12:00:00 AM,Train Passengers,10640,6678
US-Canada Border,02/01/2017 12:00:00 AM,Buses,4592,13187
US-Canada Border,02/01/2017 12:00:00 AM,Trains,1744,1539
US-Canada Border,02/01/2016 12:00:00 AM,Personal Vehicle Passengers,2814649,8934952
US-Canada Border,02/01/2016 12:00:00 AM,Personal Vehicles,1664473,4214473
US-Canada Border,02/01/2016 12:00:00 AM,Trucks,476753,433673
US-Canada Border,02/01/2016 12:00:00 AM,Truck Containers Full,401214,298278
US-Canada Border,02/01/2016 12:00:00 AM,Rail Containers Full,131342,63105
US-Canada Border,02/01/2016 12:00:00 AM,Truck Containers Empty,100057,109392
US-Canada Border,02/01/2016 12:00:00 AM,Bus Passengers,97397,202420
US-Canada Border,02/01/2016 12:00:00 AM,Rail Containers Empty,50203,34225
US-Canada Border,02/01/2016 12:00:00 AM,Pedestrians,12084,1846332
US-Canada Border,02/01/2016 12:00:00 AM,Train Passengers,11837,6685
US-Canada Border,02/01/2016 12:00:00 AM,Buses,5156,13290
US-Canada Border,02/01/2016 12:00:00 AM,Trains,2320,1538
US-Canada Border,02/01/2015 12:00:00 AM,Personal Vehicle Passengers,3094499,8981623
US-Canada Border,02/01/2015 12:00:00 AM,Personal Vehicles,1804273,4222503
US-Canada Border,02/01/2015 12:00:00 AM,Trucks,440692,433193
US-Canada Border,02/01/2015 12:00:00 AM,Truck Containers Full,314743,297714
US-Canada Border,02/01/2015 12:00:00 AM,Rail Containers Full,122992,62666
US-Canada Border,02/01/2015 12:00:00 AM,Bus Passengers,106349,204135
US-Canada Border,02/01/2015 12:00:00 AM,Truck Containers Empty,101442,109206
US-Canada Border,02/01/2015 12:00:00 AM,Rail Containers Empty,57483,33924
US-Canada Border,02/01/2015 12:00:00 AM,Train Passengers,11916,6692
US-Canada Border,02/01/2015 12:00:00 AM,Pedestrians,11390,1850010
US-Canada Border,02/01/2015 12:00:00 AM,Buses,6131,13368
US-Canada Border,02/01/2015 12:00:00 AM,Trains,2354,1537
US-Canada Border,02/01/2014 12:00:00 AM,Personal Vehicle Passengers,3514880,9033713
US-Canada Border,02/01/2014 12:00:00 AM,Personal Vehicles,1946939,4232951
US-Canada Border,02/01/2014 12:00:00 AM,Trucks,444749,433045
US-Canada Border,02/01/2014 12:00:00 AM,Truck Containers Full,332464,297175
US-Canada Border,02/01/2014 12:00:00 AM,Rail Containers Full,117762,62324
US-Canada Border,02/01/2014 12:00:00 AM,Bus Passengers,111190,205768
US-Canada Border,02/01/2014 12:00:00 AM,Truck Containers Empty,108834,109039
US-Canada Border,02/01/2014 12:00:00 AM,Rail Containers Empty,52968,33686
US-Canada Border,02/01/2014 12:00:00 AM,Pedestrians,11364,1855673
US-Canada Border,02/01/2014 12:00:00 AM,Train Passengers,11266,6707
US-Canada Border,02/01/2014 12:00:00 AM,Buses,5919,13451
US-Canada Border,02/01/2014 12:00:00 AM,Trains,2103,1539
US-Canada Border,02/01/2013 12:00:00 AM,Personal Vehicle Passengers,3836360,9093096
US-Canada Border,02/01/2013 12:00:00 AM,Personal Vehicles,2146613,4247375
US-Canada Border,02/01/2013 12:00:00 AM,Trucks,437245,433124
US-Canada Border,02/01/2013 12:00:00 AM,Truck Containers Full,315990,296888
US-Canada Border,02/01/2013 12:00:00 AM,Rail Containers Full,118728,61959
US-Canada Border,02/01/2013 12:00:00 AM,Bus Passengers,116814,207375
US-Canada Border,02/01/2013 12:00:00 AM,Truck Containers Empty,110879,108852
US-Canada Border,02/01/2013 12:00:00 AM,Rail Containers Empty,54584,33451
US-Canada Border,02/01/2013 12:00:00 AM,Pedestrians,11124,1861369
US-Canada Border,02/01/2013 12:00:00 AM,Train Passengers,10598,6733
US-Canada Border,02/01/2013 12:00:00 AM,Buses,5814,13532
US-Canada Border,02/01/2013 12:00:00 AM,Trains,2113,1542
US-Canada Border,02/01/2012 12:00:00 AM,Personal Vehicle Passengers,3863511,9161676
US-Canada Border,02/01/2012 12:00:00 AM,Personal Vehicles,2181072,4264111
US-Canada Border,02/01/2012 12:00:00 AM,Trucks,451118,433204
US-Canada Border,02/01/2012 12:00:00 AM,Truck Containers Full,336818,296557
US-Canada Border,02/01/2012 12:00:00 AM,Bus Passengers,133961,208517
US-Canada Border,02/01/2012 12:00:00 AM,Rail Containers Full,113373,61671
US-Canada Border,02/01/2012 12:00:00 AM,Truck Containers Empty,99764,108784
US-Canada Border,02/01/2012 12:00:00 AM,Rail Containers Empty,56656,33209
US-Canada Border,02/01/2012 12:00:00 AM,Pedestrians,19367,1866969
US-Canada Border,02/01/2012 12:00:00 AM,Train Passengers,12049,6746
US-Canada Border,02/01/2012 12:00:00 AM,Buses,6737,13590
US-Canada Border,02/01/2012 12:00:00 AM,Trains,2180,1545
US-Canada Border,02/01/2011 12:00:00 AM,Personal Vehicle Passengers,3374657,9241254
US-Canada Border,02/01/2011 12:00:00 AM,Personal Vehicles,1910489,4286020
US-Canada Border,02/01/2011 12:00:00 AM,Trucks,419227,433583
US-Canada Border,02/01/2011 12:00:00 AM,Truck Containers Full,311553,296474
US-Canada Border,02/01/2011 12:00:00 AM,Bus Passengers,128865,209671
